seq_29	ColE1	99.660	589	0.0	1054	3016	3604	7633	589	1	589
seq_29	ColE1	99.491	589	0.0	1049	1176	1764	7633	589	1	589
seq_29	ColE1	100.000	446	0.0	805	6885	7330	7633	589	144	589
seq_29	Col(pHAD28)_1__KU674895	89.313	131	9.36e-44	174	1390	1520	7633	1	131	131
seq_29	Col(pHAD28)_1__KU674895	89.313	131	9.36e-44	174	3230	3360	7633	1	131	131
seq_29	Col(pHAD28)_1__KU674895	89.313	131	9.36e-44	174	7099	7229	7633	1	131	131
seq_29	ColRNAI_1__DQ298019	87.023	131	2.51e-38	157	1390	1520	7633	1	130	130
seq_29	ColRNAI_1__DQ298019	87.023	131	2.51e-38	157	3230	3360	7633	1	130	130
seq_29	ColRNAI_1__DQ298019	87.023	131	2.51e-38	157	7099	7229	7633	1	130	130
seq_29	Col440I_1__CP023920	89.091	110	4.54e-35	145	1430	1539	7633	2	111	114
seq_29	Col440I_1__CP023920	89.091	110	4.54e-35	145	3270	3379	7633	2	111	114
seq_29	Col440I_1__CP023920	89.091	110	4.54e-35	145	7139	7248	7633	2	111	114
